,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
488,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,38,6.0,,,,,,,,,6.0,,,,,7.0,,,,,,,7.0,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
489,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,24,3.0,,,,,,,,,4.0,,4.0,,,,,,,,,,,,4.0,,,4.0,,,,,,,5.0,,,,,,,,,,1
490,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,32,6.0,,,,,,,,,7.0,,,,,,,,,6.0,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,1
491,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,23,4.0,,,,,,,,,5.0,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,5.0,,,,,,,,,,1
492,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,30,6.0,,,,,,,,6.0,,,,6.0,,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
493,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,25,5.0,,,,,,,,,4.0,,,,5.0,,5.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
494,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,5.0,,,,,,,,5.0,,,,,,5.0,,,,,,,5.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
495,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,30,5.0,,,,,,,,7.0,,,,6.0,,,,,,,,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,1
496,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,20,4.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
497,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,29,3.0,,,,,,,,,7.0,,,,,,,,,,,5.0,5.0,,,,,5.0,,,,,,,4.0,,,,,,,,,,1
498,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,32,4.0,,,,,,,,6.0,,5.0,,6.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
499,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,28,5.0,,,,,,,,6.0,,5.0,,7.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
500,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,25,3.0,,,,,,,,,6.0,,,,5.0,,,,,,,,4.0,,,,,,,7.0,,,,,,,,,,,,,,,1
501,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,43,6.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,7.0,,,,7.0,,,,5.0,,,,,,,,,,,,,,,,1
502,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,44,7.0,,,,,,,,,6.0,,7.0,,,,,,,,,7.0,6.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
503,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,33,6.0,,,,,,,,,6.0,,,,,5.0,,,,,,,,,6.0,,,5.0,,,,,,,,5.0,,,,,,,,,1
504,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,29,5.0,,,,,,,,6.0,,5.0,,6.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
505,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,32,6.0,,,,,,,,,,,6.0,,5.0,,6.0,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,1
506,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,27,5.0,,,,,,,,6.0,,,,6.0,,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
507,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,31,2.0,,,,,,,,7.0,,,,7.0,,,,,,,6.0,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
508,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,36,5.0,,,,,,,,6.0,,7.0,,7.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
509,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,5.0,,,,,,,,,7.0,5.0,,5.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
510,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,33,7.0,,,,,,,,,7.0,,,,,6.0,,,,,,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
511,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,44,7.0,,,,,,,,,6.0,6.0,,,,6.0,,,,,,,,6.0,,,,6.0,,,,,,7.0,,,,,,,,,,,1
512,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,27,5.0,,,,,,,,,6.0,,,,,,,,,,,,5.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
513,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,23,4.0,,,,,,,,4.0,,4.0,,5.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
514,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,26,5.0,,,,,,,,4.0,,4.0,,,,5.0,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
515,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,23,4.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
516,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,38,6.0,,,,,,,,,5.0,,7.0,,,,,,,,,,,7.0,,,,7.0,,,,,,,6.0,,,,,,,,,,1
517,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,36,6.0,,,,,,,,6.0,,6.0,,,6.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
518,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,24,5.0,,,,,,,,,,,,,5.0,,,,,,,,4.0,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
519,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,23,4.0,,,,,,,,6.0,,,,,,,,,,,,5.0,,4.0,,,,4.0,,,,,,,,,,,,,,,,,1
520,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,27,4.0,,,,,,,,4.0,,,5.0,,,,,,,,,,3.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
521,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,20,4.0,,,,,,,,,5.0,2.0,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
522,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,25,3.0,,,,,,,,6.0,,,,5.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
523,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,30,4.0,,,,,,,,7.0,,,,7.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
524,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,27,6.0,,,,,,,,5.0,,5.0,,6.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
525,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,26,6.0,,,,,,,,,5.0,5.0,,,,,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
526,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,27,5.0,,,,,,,,5.0,,,5.0,,,5.0,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,1
527,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,28,4.0,,,,,,,,5.0,,4.0,,5.0,,,,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
528,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,25,4.0,,,,,,,,,4.0,3.0,,,,,,,,,,6.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
529,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,24,4.0,,,,,,,,,6.0,,,,5.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
530,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,6.0,,,,,,,,4.0,,5.0,,,,6.0,,,,,,,,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
531,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,21,4.0,,,,,,,,,,,,,,,,,,4.0,,,3.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
532,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,36,6.0,,,,,,,,5.0,,,,,,,,,,,,,6.0,,7.0,,,6.0,,,,,,,,,,,,,6.0,,,,1
533,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,37,6.0,,,,,,,,,7.0,,,,,6.0,,,,,,,6.0,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
534,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,30,5.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,6.0,,,,6.0,,5.0,,,,,,,,,,,,,,,1
535,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,26,5.0,,,,,,,,,5.0,,6.0,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
536,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,25,6.0,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,1
537,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,37,6.0,,,,,,,,,7.0,,,,,,,,,7.0,,,7.0,,,,,5.0,,,,,,,5.0,,,,,,,,,,1
538,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,31,4.0,,,,,,,,6.0,,,,5.0,,,,,,,,4.0,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
539,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,26,4.0,,,,,,,,5.0,,,,5.0,,,,,,,,7.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
540,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,30,5.0,,,,,,,,6.0,,,,7.0,,,,,,,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,1
541,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,28,4.0,,,,,,,,,6.0,,,,,7.0,,,,,,,,,,,,5.0,6.0,,,,,,,,,,,,,,,,1
542,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,27,6.0,,,,,,,,,,,,,,6.0,,,,,,,6.0,4.0,,,,5.0,,,,,,,,,,,,,,,,,1
543,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,35,4.0,,,,,,,,7.0,,5.0,,6.0,,,,,,,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,1
544,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,26,4.0,,,,,,,,,6.0,,,,,,,,5.0,,,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
545,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,24,,,,,,,7.0,,4.0,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,1
546,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,19,3.0,,,,,,,,,6.0,,,,,6.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1
547,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,24,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,6.0,,,5.0,,,,,,,,5.0,,,,,,,,,1
548,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,20,3.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,7.0,,,,,,,,1
549,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,26,5.0,,,,,,,,,6.0,,,,5.0,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,1
550,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,26,3.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
551,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,20,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,,,4.0,,,,,,,,,1
552,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,30,5.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
553,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,37,6.0,,,,,,,,6.0,,,,,,,,,,6.0,,,,6.0,,,,6.0,,,,,,,7.0,,,,,,,,,,1
554,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,6.0,,,,,,,,,7.0,6.0,,,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
555,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,33,7.0,,,,,,,,5.0,,,6.0,,,6.0,,,,,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,1
556,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,35,6.0,,,,,,,,,7.0,,,,6.0,,,,,,,,4.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
557,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,27,5.0,,,,,,,,,5.0,,,,,,,,,,,,5.0,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
558,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,23,5.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,5.0,,,,6.0,,,,,,,,,,,,,,,,,1
559,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,20,4.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
560,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,28,4.0,,,,,,,,,7.0,,,,,,,,,,5.0,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
561,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,25,4.0,,,,,,,,,4.0,,,,,4.0,,,,,,5.0,,,,,,4.0,,,,,,,4.0,,,,,,,,,,1
562,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,16,,,,,,,4.0,,3.0,,,,2.0,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
563,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,32,6.0,,,,,,,,,,,,,7.0,,,,,,,,6.0,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
564,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,29,4.0,,,,,,,,,5.0,,,,,5.0,,,,,,,5.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
565,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,17,3.0,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,1
566,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,30,6.0,,,,,,,,4.0,,5.0,,,,6.0,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,1
567,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,35,5.0,,,,,,,,2.0,,,,,,4.0,,,,,,6.0,,,6.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
568,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,5.0,,,,,,,,,,,7.0,,,,,,5.0,,,,6.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
569,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,24,4.0,,,,,,,,,3.0,3.0,,,,5.0,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
570,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,32,4.0,,,,,,,,,6.0,,,,,,,,,,,,5.0,,6.0,,,6.0,,5.0,,,,,,,,,,,,,,,1
571,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,33,6.0,,,,,,,,6.0,,,,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,,5.0,,,,,,,,,,1
572,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,35,4.0,,,,,,,,,7.0,,6.0,,5.0,,,,,,,,6.0,,,,,7.0,,,,,,,,,,,,,,,,,1
573,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,30,7.0,,,,,,,,6.0,,,,,,6.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,,,,1
574,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,38,6.0,,,,,,,,6.0,,,,6.0,,,,,,,,,,,7.0,,,6.0,,,,,,7.0,,,,,,,,,,,1
575,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,35,7.0,,,,,,,,5.0,,5.0,,5.0,,,,,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
576,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,28,7.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
577,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,29,5.0,,,,,,,,,7.0,4.0,,,,,,,,,5.0,,,,,,,3.0,,,,,,,5.0,,,,,,,,,,1
578,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,19,5.0,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
579,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,5.0,,,,,,,,4.0,,4.0,,,,,,,6.0,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
580,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,30,5.0,,,,,,,,3.0,,4.0,7.0,,,6.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
581,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,32,4.0,,,,,,,,,7.0,,,,,5.0,,,,,,,6.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,1
582,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,25,4.0,,,,,,,,,,,,,6.0,,,,,,,,5.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
583,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,30,4.0,,,,,,,,,6.0,,,,,,,,,,,6.0,4.0,,,,,5.0,,,,,,,,5.0,,,,,,,,,1
584,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,38,6.0,,,,,,,,,7.0,6.0,,,,7.0,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
585,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,20,4.0,,,,,,,,,6.0,,,,,6.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1
586,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,31,6.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
758,2019K,1915,Vuosaaren lukio,FI,,1,29,4.0,,,,,,,,6.0,,,,5.0,,4.0,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,1
759,2019K,1915,Vuosaaren lukio,FI,,2,19,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
760,2019K,1915,Vuosaaren lukio,FI,,2,16,3.0,,,,,,,,,,3.0,,,2.0,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
761,2019K,1915,Vuosaaren lukio,FI,,2,14,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
762,2019K,1915,Vuosaaren lukio,FI,,1,11,2.0,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
763,2019K,1915,Vuosaaren lukio,FI,,2,12,3.0,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
764,2019K,1915,Vuosaaren lukio,FI,,1,15,2.0,,,,,,,,,,,,,4.0,,,,,,,,5.0,,0.0,,,4.0,,,,,,,,,,,,,,,,,1
765,2019K,1915,Vuosaaren lukio,FI,,2,16,,,,,,,2.0,,4.0,,,,,,,,,,0.0,,,,,,,,3.0,,,,7.0,,,,,,,,,,,,,1
766,2019K,1915,Vuosaaren lukio,FI,,1,16,3.0,,,,,,,,,2.0,4.0,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
767,2019K,1915,Vuosaaren lukio,FI,,1,16,3.0,,,,,,,,,5.0,,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
768,2019K,1915,Vuosaaren lukio,FI,,1,12,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
769,2019K,1915,Vuosaaren lukio,FI,,2,13,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
770,2019K,1915,Vuosaaren lukio,FI,,2,12,2.0,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
771,2019K,1915,Vuosaaren lukio,FI,,1,19,2.0,,,,,,,,,3.0,,,,5.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
772,2019K,1915,Vuosaaren lukio,FI,,2,10,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
773,2019K,1915,Vuosaaren lukio,FI,,1,19,3.0,,,,,,,,,6.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
774,2019K,1915,Vuosaaren lukio,FI,,2,29,,,,,,,6.0,,6.0,,,,5.0,,,,,,,5.0,,,,,,,,,,,7.0,,,,,,,,,,,,,1
775,2019K,1915,Vuosaaren lukio,FI,,1,15,0.0,,,,,,,,3.0,,4.0,,3.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
776,2019K,1915,Vuosaaren lukio,FI,,1,27,3.0,,,,,,,,6.0,,,,4.0,5.0,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,1
777,2019K,1915,Vuosaaren lukio,FI,,1,11,2.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
778,2019K,1915,Vuosaaren lukio,FI,,1,14,,,,,,,2.0,,5.0,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
779,2019K,1915,Vuosaaren lukio,FI,,2,17,3.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
780,2019K,1915,Vuosaaren lukio,FI,,2,30,6.0,,,,,,,,,,,,,6.0,,,,,,,,7.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
781,2019K,1915,Vuosaaren lukio,FI,,2,20,3.0,,,,,,,,4.0,,4.0,,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
782,2019K,1915,Vuosaaren lukio,FI,,2,11,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
783,2019K,1915,Vuosaaren lukio,FI,,2,15,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
784,2019K,1915,Vuosaaren lukio,FI,,2,22,,,,,,,7.0,,,3.0,,,,,3.0,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
785,2019K,1915,Vuosaaren lukio,FI,,2,24,5.0,,,,,,,,,,,,,,3.0,,,,,,7.0,,4.0,,,,5.0,,,,,,,,,,,,,,,,,1
786,2019K,1915,Vuosaaren lukio,FI,,2,28,,,,,,,7.0,,,,,4.0,,,,,,5.0,,,,6.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
787,2019K,1915,Vuosaaren lukio,FI,,1,15,2.0,,,,,,,,,5.0,,2.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
788,2019K,1915,Vuosaaren lukio,FI,,2,11,4.0,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
789,2019K,1915,Vuosaaren lukio,FI,,1,23,4.0,,,,,,,,4.0,,,,4.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
790,2019K,1915,Vuosaaren lukio,FI,,1,15,,,,,,,6.0,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1
791,2019K,1915,Vuosaaren lukio,FI,,2,11,,,,,,,4.0,,,2.0,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
792,2019K,1915,Vuosaaren lukio,FI,,2,10,,,,,,,3.0,,,2.0,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
793,2019K,1915,Vuosaaren lukio,FI,,2,18,3.0,,,,,,,,4.0,,4.0,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
794,2019K,1915,Vuosaaren lukio,FI,,1,13,2.0,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
795,2019K,1915,Vuosaaren lukio,FI,,2,11,2.0,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
796,2019K,1915,Vuosaaren lukio,FI,,2,18,3.0,,,,,,,,,,,,,,,,,,2.0,,7.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
797,2019K,1915,Vuosaaren lukio,FI,,2,23,5.0,,,,,,,,,,,,,7.0,,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
798,2019K,1915,Vuosaaren lukio,FI,,2,12,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
799,2019K,1915,Vuosaaren lukio,FI,,1,15,3.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
800,2019K,1915,Vuosaaren lukio,FI,,1,18,3.0,,,,,,,,,,,,,2.0,,,,,,,4.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
801,2019K,1915,Vuosaaren lukio,FI,,1,21,2.0,,,,,,,,,,,,,,,,,,,,,6.0,,4.0,,,5.0,,,,,,,,,4.0,,,,,,,,1
802,2019K,1915,Vuosaaren lukio,FI,,1,9,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
803,2019K,1915,Vuosaaren lukio,FI,,1,23,3.0,,,,,,,,,6.0,,,,5.0,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,1
804,2019K,1915,Vuosaaren lukio,FI,,1,22,3.0,,,,,,,,5.0,,,,,6.0,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
805,2019K,1915,Vuosaaren lukio,FI,,2,11,,,,,,,3.0,,,2.0,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
806,2019K,1915,Vuosaaren lukio,FI,,2,12,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
807,2019K,1915,Vuosaaren lukio,FI,,1,14,3.0,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
808,2019K,1915,Vuosaaren lukio,FI,,1,16,3.0,,,,,,,,,3.0,,,,4.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,1
