,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
55672,2020S,1254,Kalevan lukio,FI,,2,23,5.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,1
55673,2020S,1254,Kalevan lukio,FI,,2,32,4.0,,,,,,,,4.0,,2.0,4.0,,5.0,4.0,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,1
55674,2020S,1254,Kalevan lukio,FI,,2,23,3.0,,,,,,,,5.0,,,,,,,4.0,,,,4.0,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,1
55675,2020S,1254,Kalevan lukio,FI,,2,41,6.0,,,,,,,,6.0,,6.0,,,,5.0,,,,,5.0,,,,6.0,,,,,,,,7.0,,,,,,,,,,,,1
55676,2020S,1254,Kalevan lukio,FI,,1,18,3.0,,,,,,,,,5.0,,,,3.0,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55677,2020S,1254,Kalevan lukio,FI,,2,24,6.0,,,,,,,,3.0,,,,,,6.0,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,1
55678,2020S,1254,Kalevan lukio,FI,,1,25,3.0,,,,,,,,6.0,,,,6.0,,,,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
55679,2020S,1254,Kalevan lukio,FI,,2,32,5.0,,,,,,,,5.0,,,,,6.0,5.0,,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
55680,2020S,1254,Kalevan lukio,FI,,2,45,7.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,7.0,,,,,,,7.0,,,,,,6.0,,,,,,,,,,,1
55681,2020S,1254,Kalevan lukio,FI,,2,30,6.0,,,,,,,,4.0,,5.0,,5.0,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,1
55776,2020S,1757,Sammon keskuslukio,FI,,2,37,6.0,,,,,,,,,7.0,,,,,6.0,,,,,,,,,6.0,,,5.0,,,,,,7.0,,,,,,,,,,,1
55777,2020S,1757,Sammon keskuslukio,FI,,1,43,6.0,,,,,,,,6.0,,6.0,,5.0,,,,,,,5.0,,,,5.0,,,6.0,,4.0,,,,,,,,,,,,,,,1
55778,2020S,1757,Sammon keskuslukio,FI,,2,15,4.0,,,,,,,,,4.0,3.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
55779,2020S,1757,Sammon keskuslukio,FI,,2,31,6.0,,,,,,,,5.0,,,,,,,,,,,,,4.0,,6.0,,,5.0,,5.0,,,,,,,,,,,,,,,1
55780,2020S,1757,Sammon keskuslukio,FI,,1,24,5.0,,,,,,,,4.0,,,,,5.0,,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55781,2020S,1757,Sammon keskuslukio,FI,,2,35,5.0,,,,,,,,,7.0,6.0,,,,,,,,,,5.0,,,,,,6.0,,,,,,6.0,,,,,,,,,,,1
55782,2020S,1757,Sammon keskuslukio,FI,,2,23,6.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,1
55783,2020S,1757,Sammon keskuslukio,FI,,2,25,6.0,,,,,,,,4.0,,5.0,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
55784,2020S,1757,Sammon keskuslukio,FI,,2,26,5.0,,,,,,,,6.0,,6.0,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
55785,2020S,1757,Sammon keskuslukio,FI,,2,22,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,5.0,,,4.0,,5.0,,,,,,,,,,,,,,,1
55786,2020S,1757,Sammon keskuslukio,FI,,1,29,4.0,,,,,,,,5.0,,,,,5.0,,,,,5.0,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55787,2020S,1757,Sammon keskuslukio,FI,,1,19,3.0,,,,,,,,4.0,,,3.0,,2.0,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55788,2020S,1757,Sammon keskuslukio,FI,,1,24,4.0,,,,,,,,5.0,,,,,5.0,,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
55789,2020S,1757,Sammon keskuslukio,FI,,2,26,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,5.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
55790,2020S,1757,Sammon keskuslukio,FI,,2,45,6.0,,,,,,,,7.0,,7.0,,6.0,,,,,,,7.0,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
55791,2020S,1757,Sammon keskuslukio,FI,,2,34,5.0,,,,,,,,5.0,,5.0,,,,,,,,,5.0,6.0,,,,,,4.0,,,,,,,4.0,,,,,,,,,,1
55792,2020S,1757,Sammon keskuslukio,FI,,2,33,6.0,,,,,,,,,7.0,5.0,,,5.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
55793,2020S,1757,Sammon keskuslukio,FI,,2,33,5.0,,,,,,,,3.0,,,,4.0,4.0,,,,,,,,,,6.0,,,5.0,,,,,,,6.0,,,,,,,,,,1
55794,2020S,1757,Sammon keskuslukio,FI,,2,33,7.0,,,,,,,,,,,,,5.0,,6.0,,,,,,,,6.0,,,4.0,,5.0,,,,,,,,,,,,,,,1
55795,2020S,1757,Sammon keskuslukio,FI,,1,32,4.0,,,,,,,,,6.0,,,,3.0,5.0,,,,,,,,,5.0,,,5.0,,,,,,4.0,,,,,,,,,,,1
55796,2020S,1757,Sammon keskuslukio,FI,,1,12,2.0,,,,,,,,,3.0,,,,,,,,,,,2.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,1
55797,2020S,1757,Sammon keskuslukio,FI,,2,23,5.0,,,,,,,,,5.0,,,,,,,,,,,5.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55798,2020S,1757,Sammon keskuslukio,FI,,2,35,5.0,,,,,,,,6.0,,,,,,7.0,,,,,,5.0,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
55799,2020S,1757,Sammon keskuslukio,FI,,1,18,3.0,,,,,,,,4.0,,,,,3.0,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55800,2020S,1757,Sammon keskuslukio,FI,,1,23,5.0,,,,,,,,,5.0,,,,,5.0,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55801,2020S,1757,Sammon keskuslukio,FI,,2,30,5.0,,,,,,,,4.0,,,,,,6.0,,,,,,,,,5.0,,,5.0,,,,,,,,5.0,,,,,,,,,1
55802,2020S,1757,Sammon keskuslukio,FI,,2,34,5.0,,,,,,,,,6.0,,,,,,,,,,,,6.0,6.0,,,,5.0,,,,,,,6.0,,,,,,,,,,1
55803,2020S,1757,Sammon keskuslukio,FI,,2,39,7.0,,,,,,,,7.0,,,7.0,6.0,,,,,,,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
55804,2020S,1757,Sammon keskuslukio,FI,,1,26,4.0,,,,,,,,,6.0,,,3.0,,4.0,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
55805,2020S,1757,Sammon keskuslukio,FI,,2,16,4.0,,,,,,,,,5.0,2.0,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
55806,2020S,1757,Sammon keskuslukio,FI,,2,38,5.0,,,,,,,,,5.0,6.0,,,,,,,,,4.0,5.0,,,5.0,,,3.0,,,,,,,5.0,,,,,,,,,,1
55807,2020S,1757,Sammon keskuslukio,FI,,1,22,4.0,,,,,,,,,7.0,,,,4.0,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
55808,2020S,1757,Sammon keskuslukio,FI,,1,30,5.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,1
55809,2020S,1757,Sammon keskuslukio,FI,,1,22,4.0,,,,,,,,,5.0,,,,,,,,,,,3.0,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
55810,2020S,1757,Sammon keskuslukio,FI,,2,25,5.0,,,,,,,,6.0,,4.0,,3.0,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
55811,2020S,1757,Sammon keskuslukio,FI,,2,23,4.0,,,,,,,,,6.0,,,,,,,,,7.0,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
55812,2020S,1757,Sammon keskuslukio,FI,,1,16,4.0,,,,,,,,,4.0,3.0,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
55813,2020S,1757,Sammon keskuslukio,FI,,2,26,6.0,,,,,,,,7.0,,,,5.0,,,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
55814,2020S,1757,Sammon keskuslukio,FI,,2,26,4.0,,,,,,,,,6.0,4.0,,,,,,,,,,4.0,,,,,,3.0,,,,,,5.0,,,,,,,,,,,1
55815,2020S,1757,Sammon keskuslukio,FI,,2,23,,,,,,,4.0,,,3.0,,,,,,,,,,,2.0,,,3.0,,,4.0,,,,7.0,,,,,,,,,,,,,1
55816,2020S,1757,Sammon keskuslukio,FI,,2,35,6.0,,,,,,,,,5.0,,5.0,,,,,,,,,,4.0,,6.0,,,5.0,,,4.0,,,,,,,,,,,,,,1
55817,2020S,1757,Sammon keskuslukio,FI,,2,25,5.0,,,,,,,,5.0,,6.0,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
55818,2020S,1757,Sammon keskuslukio,FI,,1,17,3.0,,,,,,,,,5.0,,,,4.0,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1
55819,2020S,1757,Sammon keskuslukio,FI,,2,30,6.0,,,,,,,,5.0,,,,4.0,5.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
55820,2020S,1757,Sammon keskuslukio,FI,,2,21,5.0,,,,,,,,,6.0,,,,,,,,,4.0,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
55821,2020S,1757,Sammon keskuslukio,FI,,2,28,6.0,,,,,,,,4.0,,6.0,,,,,,,,,,,5.0,,5.0,,,,,,,,2.0,,,,,,,,,,,,1
55822,2020S,1757,Sammon keskuslukio,FI,,2,22,,,,,,,6.0,,,6.0,,,,,,,,,4.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
55823,2020S,1757,Sammon keskuslukio,FI,,2,39,6.0,,,,,,,,,5.0,,6.0,,,,,,,,,,4.0,,7.0,,,5.0,,,,,,,6.0,,,,,,,,,,1
55824,2020S,1757,Sammon keskuslukio,FI,,2,35,6.0,,,,,,,,6.0,,6.0,,,,,,,,,6.0,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,1
55825,2020S,1757,Sammon keskuslukio,FI,,2,32,6.0,,,,,,,,6.0,,6.0,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
55826,2020S,1757,Sammon keskuslukio,FI,,2,47,6.0,,,,,,,,7.0,,,,7.0,,,,,,,7.0,,,,7.0,,,7.0,,6.0,,,,,,,,,,,,,,,1
55827,2020S,1757,Sammon keskuslukio,FI,,2,29,5.0,,,,,,,,,4.0,4.0,,,,5.0,,,,,,5.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
55828,2020S,1757,Sammon keskuslukio,FI,,1,16,3.0,,,,,,,,,3.0,,,,2.0,,,,,,,2.0,2.0,,,,,4.0,,,,,,,,,,,,,,,,,1
55829,2020S,1757,Sammon keskuslukio,FI,,2,35,6.0,,,,,,,,5.0,,6.0,,4.0,,,,,,,5.0,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,1
55830,2020S,1757,Sammon keskuslukio,FI,,1,24,4.0,,,,,,,,5.0,,,,5.0,,,,,,,4.0,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,1
55831,2020S,1757,Sammon keskuslukio,FI,,1,42,6.0,,,,,,,,7.0,,6.0,,6.0,,,,,,,7.0,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
55832,2020S,1757,Sammon keskuslukio,FI,,1,29,5.0,,,,,,,,4.0,,,,5.0,,,,,,,5.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
55833,2020S,1757,Sammon keskuslukio,FI,,2,30,6.0,,,,,,,,,6.0,4.0,,,,7.0,,,,,,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,1
55834,2020S,1757,Sammon keskuslukio,FI,,2,33,5.0,,,,,,,,5.0,,,,,,6.0,6.0,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,1
55835,2020S,1757,Sammon keskuslukio,FI,,1,21,5.0,,,,,,,,,2.0,,,,3.0,,,,,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
55836,2020S,1757,Sammon keskuslukio,FI,,1,25,5.0,,,,,,,,,,,,,5.0,,6.0,,,,,,6.0,,3.0,,,0.0,,,,,,,,,,,,,,,,,1
55837,2020S,1757,Sammon keskuslukio,FI,,2,22,5.0,,,,,,,,,5.0,,,,,,5.0,,,,,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
55838,2020S,1757,Sammon keskuslukio,FI,,2,37,6.0,,,,,,,,,6.0,5.0,6.0,,,,,,,,,7.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
55839,2020S,1757,Sammon keskuslukio,FI,,1,17,4.0,,,,,,,,,5.0,,,,,3.0,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
55840,2020S,1757,Sammon keskuslukio,FI,,2,17,4.0,,,,,,,,,5.0,4.0,,,,,,,,,,4.0,,,,,,0.0,,,,,,,,,,,,,,,,,1
55841,2020S,1757,Sammon keskuslukio,FI,,2,30,4.0,,,,,,,,5.0,,5.0,,5.0,,,,,,,7.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
55842,2020S,1757,Sammon keskuslukio,FI,,1,23,4.0,,,,,,,,,6.0,,,,,,,,,,,4.0,,,,,,6.0,,,,,,,3.0,,,,,,,,,,1
55843,2020S,1757,Sammon keskuslukio,FI,,2,19,4.0,,,,,,,,5.0,,4.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,1
55844,2020S,1757,Sammon keskuslukio,FI,,1,18,4.0,,,,,,,,,,,,,3.0,,,,,,,3.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
56580,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,18,4.0,,,,,,,,,,,,,,,,,,3.0,,,6.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
56581,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,19,6.0,,,,,,,,,4.0,,,,,3.0,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
56582,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,29,7.0,,,,,,,,,6.0,,,,6.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,1
56583,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,22,6.0,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,7.0,,,,,,,,,,,,,,,,,1
56584,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,13,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
56585,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,28,7.0,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
56586,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,15,5.0,,,,,,,,,4.0,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
56587,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,18,4.0,,,,,,,,,3.0,,,,,4.0,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56588,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,19,5.0,,,,,,,,3.0,,4.0,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56589,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,33,6.0,,,,,,,,4.0,,,6.0,,,7.0,,,,,,,,4.0,,,,6.0,,,,,,,,,,,,,,,,,1
56590,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,32,7.0,,,,,,,,7.0,,,,7.0,,,,,7.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56591,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,31,3.0,,,,,,,,5.0,,6.0,,4.0,,,,,,,7.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
56592,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,19,6.0,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
56593,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,29,7.0,,,,,,,,,,7.0,,,,,,,,5.0,,,,,3.0,,,7.0,,,,,,,,,,,,,,,,,1
56594,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,13,2.0,,,,,,,,,3.0,,,,,,,,,,,3.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,1
56595,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,23,3.0,,,,,,,,5.0,,,,5.0,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
56596,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,47,7.0,,,,,,,,6.0,,,,,,7.0,,,,,6.0,,,,7.0,,,7.0,,,,,,,7.0,,,,,,,,,,1
56597,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,29,4.0,,,,,,,,,5.0,,,,,7.0,,,,,,,6.0,,,,,3.0,,,,,,4.0,,,,,,,,,,,1
56598,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,15,3.0,,,,,,,,,2.0,,,,,4.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
56599,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,24,6.0,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,6.0,,4.0,,,,,,,,,,,,,,,1
56600,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,12,4.0,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
56601,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,25,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,4.0,,,1
56602,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,20,4.0,,,,,,,,,,,,,4.0,,4.0,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
56603,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,14,4.0,,,,,,,,,,,3.0,,,,0.0,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
56604,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,14,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
56605,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,25,6.0,,,,,,,,,5.0,4.0,,,,6.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56606,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,20,4.0,,,,,,,,4.0,,4.0,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,1
56607,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,21,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
56608,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,15,3.0,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56609,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,13,2.0,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
56610,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,38,7.0,,,,,,,,5.0,,5.0,,5.0,,6.0,,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
56611,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,27,5.0,,,,,,,,,5.0,,4.0,,,5.0,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56612,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,38,7.0,,,,,,,,,6.0,,,,6.0,,,,,,,,,,7.0,,,6.0,,6.0,,,,,,,,,,,,,,,1
56613,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,37,6.0,,,,,,,,6.0,,,,,,7.0,,,,,,,,,7.0,,,5.0,,,,,,6.0,,,,,,,,,,,1
56614,2020S,1819,Tampereen yhteiskoulun lukio,FI,,1,25,5.0,,,,,,,,4.0,,,,,,6.0,4.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
56615,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,21,4.0,,,,,,,,2.0,,2.0,,,,,,,,3.0,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,1
56616,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,31,7.0,,,,,,,,4.0,,,,4.0,,,,,,,,5.0,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
56617,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,18,4.0,,,,,,,,,4.0,,3.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
56618,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,9,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
56619,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,26,6.0,,,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,1
56620,2020S,1819,Tampereen yhteiskoulun lukio,FI,,2,22,4.0,,,,,,,,,,,,,4.0,,4.0,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
57304,2020S,1815,Tampereen klassillinen lukio,FI,,1,22,3.0,,,,,,,,4.0,,,,5.0,,,,,,,3.0,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,1
57305,2020S,1815,Tampereen klassillinen lukio,FI,,2,23,4.0,,,,,,,,,,4.0,,,,,,,,6.0,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
57306,2020S,1815,Tampereen klassillinen lukio,FI,,2,35,6.0,,,,,,,,5.0,,6.0,,,,6.0,,,,,5.0,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,1
57307,2020S,1815,Tampereen klassillinen lukio,FI,,1,33,5.0,,,,,,,,6.0,,5.0,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57308,2020S,1815,Tampereen klassillinen lukio,FI,,2,24,4.0,,,,,,,,,6.0,4.0,,,,,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
57309,2020S,1815,Tampereen klassillinen lukio,FI,,2,27,5.0,,,,,,,,3.0,,4.0,,,,,,,,6.0,3.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
57310,2020S,1815,Tampereen klassillinen lukio,FI,,2,21,5.0,,,,,,,,4.0,,3.0,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57311,2020S,1815,Tampereen klassillinen lukio,FI,,2,29,4.0,,,,,,,,7.0,,3.0,,5.0,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57312,2020S,1815,Tampereen klassillinen lukio,FI,,2,21,5.0,,,,,,,,,,,,,,5.0,,,,,3.0,4.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,1
57313,2020S,1815,Tampereen klassillinen lukio,FI,,1,12,2.0,,,,,,,,2.0,,3.0,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
57314,2020S,1815,Tampereen klassillinen lukio,FI,,2,33,6.0,,,,,,,,,,,,,7.0,,,,,,,,7.0,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
57315,2020S,1815,Tampereen klassillinen lukio,FI,,2,19,6.0,,,,,,,,,3.0,4.0,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
57316,2020S,1815,Tampereen klassillinen lukio,FI,,2,12,3.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1
57317,2020S,1815,Tampereen klassillinen lukio,FI,,1,26,6.0,,,,,,,,6.0,,,,6.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
57318,2020S,1815,Tampereen klassillinen lukio,FI,,2,35,6.0,,,,,,,,7.0,,,,3.0,,6.0,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
57319,2020S,1815,Tampereen klassillinen lukio,FI,,1,27,5.0,,,,,,,,6.0,,,,6.0,,,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
57320,2020S,1815,Tampereen klassillinen lukio,FI,,2,39,7.0,,,,,,,,7.0,,6.0,,,,,,,,,7.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
57321,2020S,1815,Tampereen klassillinen lukio,FI,,1,13,0.0,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
57322,2020S,1815,Tampereen klassillinen lukio,FI,,2,33,7.0,,,,,,,,,6.0,5.0,,,,4.0,,,,,,,,,,,,6.0,,5.0,,,,,,,,,,,,,,,1
57323,2020S,1815,Tampereen klassillinen lukio,FI,,1,22,4.0,,,,,,,,,6.0,,3.0,,3.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
57324,2020S,1815,Tampereen klassillinen lukio,FI,,1,31,6.0,,,,,,,,,3.0,4.0,,,,,,,,6.0,,,4.0,,6.0,,,2.0,,,,,,,,,,,,,,,,,1
57325,2020S,1815,Tampereen klassillinen lukio,FI,,1,12,2.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
57326,2020S,1815,Tampereen klassillinen lukio,FI,,2,41,7.0,,,,,,,,7.0,,6.0,,7.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
57327,2020S,1815,Tampereen klassillinen lukio,FI,,2,28,5.0,,,,,,,,5.0,,,,5.0,,,,,,,5.0,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
57328,2020S,1815,Tampereen klassillinen lukio,FI,,2,38,3.0,,,,,,,,5.0,,5.0,5.0,5.0,,,,,,6.0,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57683,2020S,1646,Hatanpään lukio,FI,,2,22,6.0,,,,,,,,,2.0,3.0,,,,4.0,,,,,,,,,3.0,,,2.0,,2.0,,,,,,,,,,,,,,,1
57684,2020S,1646,Hatanpään lukio,FI,,1,24,6.0,,,,,,,,,5.0,,,,,,3.0,,,4.0,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
57685,2020S,1646,Hatanpään lukio,FI,,1,41,7.0,,,,,,,,6.0,,,6.0,6.0,4.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
57686,2020S,1646,Hatanpään lukio,FI,,1,22,4.0,,,,,,,,,5.0,3.0,,,,3.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
