,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
37471,2020K,1757,Sammon keskuslukio,FI,,2,39,6.0,,,,,,,,,7.0,,,,5.0,,,,,,,6.0,5.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
37472,2020K,1757,Sammon keskuslukio,FI,,2,33,5.0,,,,,,,,,6.0,,,,,5.0,5.0,,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,1
37473,2020K,1757,Sammon keskuslukio,FI,,1,26,6.0,,,,,,,,5.0,,5.0,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37474,2020K,1757,Sammon keskuslukio,FI,,1,23,3.0,,,,,,,,,5.0,,,,4.0,4.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
37475,2020K,1757,Sammon keskuslukio,FI,,2,32,,,,,,,6.0,,,4.0,,,,6.0,,,,,,,,6.0,,,,,3.0,,,,7.0,,,,,,,,,,,,,1
37476,2020K,1757,Sammon keskuslukio,FI,,2,22,4.0,,,,,,,,,6.0,4.0,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,3.0,,,,,,,,1
37477,2020K,1757,Sammon keskuslukio,FI,,1,29,6.0,,,,,,,,4.0,,,,,,,,,,,,,6.0,7.0,,,,6.0,,,,,,,,,,,,,,,,,1
37478,2020K,1757,Sammon keskuslukio,FI,,1,36,5.0,,,,,,,,5.0,,,,6.0,4.0,,,,,,,,5.0,,3.0,,,6.0,,,,,,,,,2.0,,,,,,,,1
37479,2020K,1757,Sammon keskuslukio,FI,,1,17,2.0,,,,,,,,,5.0,,,,3.0,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
37480,2020K,1757,Sammon keskuslukio,FI,,2,13,3.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
37481,2020K,1757,Sammon keskuslukio,FI,,2,26,5.0,,,,,,,,,6.0,,,,,,,,,,,5.0,,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
37482,2020K,1757,Sammon keskuslukio,FI,,1,26,5.0,,,,,,,,5.0,,,,,5.0,,,,,6.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37483,2020K,1757,Sammon keskuslukio,FI,,1,15,3.0,,,,,,,,,4.0,,,,,,,,,,,3.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37484,2020K,1757,Sammon keskuslukio,FI,,1,22,4.0,,,,,,,,,3.0,,5.0,,4.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37485,2020K,1757,Sammon keskuslukio,FI,,1,24,4.0,,,,,,,,,4.0,,,,3.0,,,,,,,,2.0,,,,,4.0,,,,,,,,,7.0,,,,,,,,1
37486,2020K,1757,Sammon keskuslukio,FI,,1,18,4.0,,,,,,,,,4.0,,,,,,,,,,,3.0,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37487,2020K,1757,Sammon keskuslukio,FI,,2,28,,,,,,,5.0,,4.0,,4.0,,4.0,,,,,,,4.0,,,,,,,,,,,7.0,,,,,,,,,,,,,1
37488,2020K,1757,Sammon keskuslukio,FI,,2,21,4.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37489,2020K,1757,Sammon keskuslukio,FI,,2,33,4.0,,,,,,,,,7.0,,,,,6.0,,,,,,,,,6.0,,,4.0,,,,,,,6.0,,,,,,,,,,1
37490,2020K,1757,Sammon keskuslukio,FI,,2,30,5.0,,,,,,,,5.0,,4.0,,4.0,,,,,,,4.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37491,2020K,1757,Sammon keskuslukio,FI,,1,17,3.0,,,,,,,,4.0,,,,3.0,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
37492,2020K,1757,Sammon keskuslukio,FI,,2,24,5.0,,,,,,,,,,,,,3.0,4.0,,,,,,,3.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37493,2020K,1757,Sammon keskuslukio,FI,,1,15,3.0,,,,,,,,,4.0,,,,2.0,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
37494,2020K,1757,Sammon keskuslukio,FI,,2,27,6.0,,,,,,,,,5.0,,,,,,,,,,,6.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
37495,2020K,1757,Sammon keskuslukio,FI,,1,22,3.0,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,6.0,,,,,,,,,1
37496,2020K,1757,Sammon keskuslukio,FI,,2,30,6.0,,,,,,,,7.0,,,,6.0,,,,,,,,,,,,,,4.0,,7.0,,,,,,,,,,,,,,,1
37497,2020K,1757,Sammon keskuslukio,FI,,1,34,5.0,,,,,,,,,,,5.0,,,5.0,,,,,,,,,6.0,,,6.0,,7.0,,,,,,,,,,,,,,,1
37498,2020K,1757,Sammon keskuslukio,FI,,2,31,5.0,,,,,,,,5.0,,5.0,,5.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37499,2020K,1757,Sammon keskuslukio,FI,,2,20,4.0,,,,,,,,,4.0,,,,,3.0,,,,,,,,,4.0,,,2.0,,3.0,,,,,,,,,,,,,,,1
37500,2020K,1757,Sammon keskuslukio,FI,,2,41,7.0,,,,,,,,,7.0,6.0,,,,,,,,7.0,,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
37501,2020K,1757,Sammon keskuslukio,FI,,1,20,4.0,,,,,,,,4.0,,,,3.0,,,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37502,2020K,1757,Sammon keskuslukio,FI,,2,36,6.0,,,,,,,,3.0,,6.0,,,,5.0,,,,7.0,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,1
37503,2020K,1757,Sammon keskuslukio,FI,,2,26,5.0,,,,,,,,,6.0,4.0,,,,,,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37504,2020K,1757,Sammon keskuslukio,FI,,2,40,6.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
37505,2020K,1757,Sammon keskuslukio,FI,,2,33,6.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,7.0,,,3.0,,,,,,6.0,,,,,,,,,,,1
37506,2020K,1757,Sammon keskuslukio,FI,,2,20,4.0,,,,,,,,,5.0,3.0,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37507,2020K,1757,Sammon keskuslukio,FI,,2,16,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37508,2020K,1757,Sammon keskuslukio,FI,,2,27,5.0,,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,1
37509,2020K,1757,Sammon keskuslukio,FI,,2,20,5.0,,,,,,,,,,,,,,,4.0,,,,,3.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37510,2020K,1757,Sammon keskuslukio,FI,,1,17,4.0,,,,,,,,5.0,,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37511,2020K,1757,Sammon keskuslukio,FI,,1,46,5.0,,,,,,,,7.0,,6.0,,6.0,,,,,,,6.0,,,,6.0,,,4.0,,6.0,,,,,,,,,,,,,,,1
37512,2020K,1757,Sammon keskuslukio,FI,,2,25,4.0,,,,,,,,5.0,,,,,,,,,,5.0,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37513,2020K,1757,Sammon keskuslukio,FI,,1,15,3.0,,,,,,,,4.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,1
37514,2020K,1757,Sammon keskuslukio,FI,,1,32,6.0,,,,,,,,3.0,,,5.0,,,,,,,,,,,,7.0,,,4.0,,,,,,,,,7.0,,,,,,,,1
37515,2020K,1757,Sammon keskuslukio,FI,,2,37,6.0,,,,,,,,7.0,,6.0,,,,,,,,,7.0,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37516,2020K,1757,Sammon keskuslukio,FI,,2,25,5.0,,,,,,,,,5.0,3.0,,,,,,,,,,3.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37517,2020K,1757,Sammon keskuslukio,FI,,1,19,4.0,,,,,,,,4.0,,,,3.0,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37518,2020K,1757,Sammon keskuslukio,FI,,2,26,6.0,,,,,,,,4.0,,,,,,,,,,,,,5.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37519,2020K,1757,Sammon keskuslukio,FI,,2,24,6.0,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,,1
37520,2020K,1757,Sammon keskuslukio,FI,,2,15,3.0,,,,,,,,,3.0,,,,,4.0,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
37521,2020K,1757,Sammon keskuslukio,FI,,2,16,4.0,,,,,,,,,3.0,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,1
37522,2020K,1757,Sammon keskuslukio,FI,,2,16,4.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
37523,2020K,1757,Sammon keskuslukio,FI,,2,21,4.0,,,,,,,,,4.0,,,,,3.0,,,,,,,,,4.0,,,3.0,,,,,,,,3.0,,,,,,,,,1
37524,2020K,1757,Sammon keskuslukio,FI,,1,34,6.0,,,,,,,,6.0,,,,5.0,6.0,,,,,,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,1
37525,2020K,1757,Sammon keskuslukio,FI,,1,21,4.0,,,,,,,,,6.0,,3.0,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37526,2020K,1757,Sammon keskuslukio,FI,,2,24,5.0,,,,,,,,,6.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,,5.0,,,,,,,,,,,1
37527,2020K,1757,Sammon keskuslukio,FI,,2,27,,,,,,,6.0,,,7.0,,,4.0,,,3.0,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37528,2020K,1757,Sammon keskuslukio,FI,,2,24,6.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37529,2020K,1757,Sammon keskuslukio,FI,,1,25,4.0,,,,,,,,6.0,,,,5.0,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37530,2020K,1757,Sammon keskuslukio,FI,,2,19,4.0,,,,,,,,,,,3.0,,,,5.0,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
37531,2020K,1757,Sammon keskuslukio,FI,,2,19,4.0,,,,,,,,,6.0,3.0,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
37532,2020K,1757,Sammon keskuslukio,FI,,2,22,4.0,,,,,,,,,6.0,4.0,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
37533,2020K,1757,Sammon keskuslukio,FI,,1,27,5.0,,,,,,,,6.0,,,,,,,,,,,,,4.0,,4.0,,,4.0,,,,,,4.0,,,,,,,,,,,1
37534,2020K,1757,Sammon keskuslukio,FI,,1,31,6.0,,,,,,,,,7.0,,,,,,,,,5.0,,,4.0,,,,,5.0,,4.0,,,,,,,,,,,,,,,1
37535,2020K,1757,Sammon keskuslukio,FI,,2,33,6.0,,,,,,,,6.0,,5.0,,,,,,,,,5.0,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37536,2020K,1757,Sammon keskuslukio,FI,,2,16,4.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
37537,2020K,1757,Sammon keskuslukio,FI,,2,27,5.0,,,,,,,,,7.0,,,5.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,1
37538,2020K,1757,Sammon keskuslukio,FI,,1,18,3.0,,,,,,,,,6.0,,,,,,,,,,,3.0,3.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37539,2020K,1757,Sammon keskuslukio,FI,,2,23,4.0,,,,,,,,4.0,,3.0,,,,,4.0,,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,1
37540,2020K,1757,Sammon keskuslukio,FI,,2,22,4.0,,,,,,,,4.0,,,,,,4.0,,,,,,5.0,,,3.0,,,,,,,,2.0,,,,,,,,,,,,1
37541,2020K,1757,Sammon keskuslukio,FI,,2,43,6.0,,,,,,,,6.0,,,,,,6.0,,,,,,7.0,5.0,,7.0,,,,,,,,6.0,,,,,,,,,,,,1
37542,2020K,1757,Sammon keskuslukio,FI,,1,19,4.0,,,,,,,,,5.0,,,,,2.0,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37543,2020K,1757,Sammon keskuslukio,FI,,1,16,5.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
37544,2020K,1757,Sammon keskuslukio,FI,,2,28,6.0,,,,,,,,5.0,,,,,,5.0,,,,,,,3.0,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37545,2020K,1757,Sammon keskuslukio,FI,,2,22,5.0,,,,,,,,5.0,,4.0,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37546,2020K,1757,Sammon keskuslukio,FI,,2,17,4.0,,,,,,,,,,2.0,,,,5.0,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
37547,2020K,1757,Sammon keskuslukio,FI,,1,19,4.0,,,,,,,,,4.0,,,,3.0,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37548,2020K,1757,Sammon keskuslukio,FI,,2,21,4.0,,,,,,,,,4.0,,5.0,,,,,,,,,,4.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
37549,2020K,1757,Sammon keskuslukio,FI,,1,23,4.0,,,,,,,,,5.0,,,,4.0,4.0,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
37550,2020K,1757,Sammon keskuslukio,FI,,2,19,3.0,,,,,,,,,4.0,,,,,3.0,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
37551,2020K,1757,Sammon keskuslukio,FI,,1,26,5.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37552,2020K,1757,Sammon keskuslukio,FI,,1,25,5.0,,,,,,,,,6.0,,,,,4.0,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37553,2020K,1757,Sammon keskuslukio,FI,,1,18,4.0,,,,,,,,3.0,,,,,,,,,,,,5.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
37554,2020K,1757,Sammon keskuslukio,FI,,1,26,5.0,,,,,,,,5.0,,,,5.0,,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37555,2020K,1757,Sammon keskuslukio,FI,,1,29,5.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37556,2020K,1757,Sammon keskuslukio,FI,,1,21,3.0,,,,,,,,,4.0,3.0,,,,,,,,,,,,,3.0,,,5.0,,,,,,,3.0,,,,,,,,,,1
37557,2020K,1757,Sammon keskuslukio,FI,,2,29,5.0,,,,,,,,5.0,,6.0,,4.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37558,2020K,1757,Sammon keskuslukio,FI,,1,22,5.0,,,,,,,,,5.0,,,,4.0,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
37559,2020K,1757,Sammon keskuslukio,FI,,1,41,5.0,,,,,,,,7.0,,6.0,,6.0,,,,,,,7.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
37560,2020K,1757,Sammon keskuslukio,FI,,1,25,5.0,,,,,,,,6.0,,,,5.0,,,,,,,3.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37561,2020K,1757,Sammon keskuslukio,FI,,2,20,5.0,,,,,,,,,4.0,,,,,,4.0,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37562,2020K,1757,Sammon keskuslukio,FI,,2,23,5.0,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,6.0,,,,,,,,4.0,,,,,,,,,1
37563,2020K,1757,Sammon keskuslukio,FI,,2,34,7.0,,,,,,,,,7.0,,7.0,,,,,,,,,,6.0,,,,,7.0,,,,,,,,,,,,,,,,,1
37564,2020K,1757,Sammon keskuslukio,FI,,2,10,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
37565,2020K,1757,Sammon keskuslukio,FI,,2,21,6.0,,,,,,,,4.0,,3.0,,,,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
37566,2020K,1757,Sammon keskuslukio,FI,,2,19,5.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,3.0,,,,,,,,,1
37567,2020K,1757,Sammon keskuslukio,FI,,2,22,5.0,,,,,,,,4.0,,,,,,,,,,,,,4.0,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37568,2020K,1757,Sammon keskuslukio,FI,,1,23,3.0,,,,,,,,7.0,,,,4.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37569,2020K,1757,Sammon keskuslukio,FI,,1,17,4.0,,,,,,,,3.0,,,,,,,4.0,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,1
37570,2020K,1757,Sammon keskuslukio,FI,,2,19,5.0,,,,,,,,4.0,,,,,,3.0,,,,,,3.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,1
37571,2020K,1757,Sammon keskuslukio,FI,,2,21,5.0,,,,,,,,,,,,,,3.0,,,,,,5.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
37572,2020K,1757,Sammon keskuslukio,FI,,1,26,6.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,1
37573,2020K,1757,Sammon keskuslukio,FI,,2,25,5.0,,,,,,,,,,,,,,6.0,,,,,,,,,4.0,,,4.0,,,,,,,6.0,,,,,,,,,,1
37574,2020K,1757,Sammon keskuslukio,FI,,2,17,4.0,,,,,,,,4.0,,,,2.0,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37575,2020K,1757,Sammon keskuslukio,FI,,1,25,5.0,,,,,,,,,4.0,,,,,,,,,,,,5.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
37576,2020K,1757,Sammon keskuslukio,FI,,1,16,3.0,,,,,,,,,5.0,,,,3.0,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
37577,2020K,1757,Sammon keskuslukio,FI,,1,24,5.0,,,,,,,,,6.0,,,,4.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37578,2020K,1757,Sammon keskuslukio,FI,,2,27,5.0,,,,,,,,,6.0,5.0,,4.0,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
37579,2020K,1757,Sammon keskuslukio,FI,,1,25,4.0,,,,,,,,,6.0,,,,,,,,,,,6.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37580,2020K,1757,Sammon keskuslukio,FI,,2,24,3.0,,,,,,,,,6.0,,,,,4.0,,,,,,3.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37581,2020K,1757,Sammon keskuslukio,FI,,1,27,4.0,,,,,,,,5.0,,5.0,,3.0,,,,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37582,2020K,1757,Sammon keskuslukio,FI,,1,26,5.0,,,,,,,,5.0,,6.0,,,,,,,,,,,,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
37583,2020K,1757,Sammon keskuslukio,FI,,1,25,4.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
37584,2020K,1757,Sammon keskuslukio,FI,,2,31,6.0,,,,,,,,6.0,,,,,,6.0,,,,,7.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37585,2020K,1757,Sammon keskuslukio,FI,,2,38,6.0,,,,,,,,6.0,,5.0,,6.0,,,,,,,6.0,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37586,2020K,1757,Sammon keskuslukio,FI,,2,28,4.0,,,,,,,,,7.0,,,6.0,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,1
37587,2020K,1757,Sammon keskuslukio,FI,,2,26,5.0,,,,,,,,,5.0,,,,,,4.0,,,,,4.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
37588,2020K,1757,Sammon keskuslukio,FI,,1,22,4.0,,,,,,,,,6.0,,,,,,,,,,,,4.0,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
37589,2020K,1757,Sammon keskuslukio,FI,,2,25,5.0,,,,,,,,5.0,,3.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,5.0,,,,,,,,,1
37590,2020K,1757,Sammon keskuslukio,FI,,2,31,6.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37591,2020K,1757,Sammon keskuslukio,FI,,2,15,4.0,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37592,2020K,1757,Sammon keskuslukio,FI,,2,20,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,,,4.0,,,,,,,,,1
37593,2020K,1757,Sammon keskuslukio,FI,,2,24,6.0,,,,,,,,,6.0,,,,4.0,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
42470,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,21,6.0,,,,,,,,,,,,,,4.0,,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
42471,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,22,4.0,,,,,,,,,,,,,,4.0,6.0,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,1
42472,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,25,3.0,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,6.0,6.0,,,,,,,,,,,,,,,,1
42473,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,23,5.0,,,,,,,,,5.0,,,,,5.0,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
42474,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,26,4.0,,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,6.0,,,,,,,,5.0,,,,,,,,,1
42475,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,29,4.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
42476,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,16,2.0,,,,,,,,,0.0,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,6.0,,,,,,,,,,1
42477,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,24,5.0,,,,,,,,,5.0,4.0,,,,6.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
42478,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,19,3.0,,,,,,,,4.0,,4.0,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
42479,2020K,1819,Tampereen yhteiskoulun lukio,FI,,1,33,4.0,,,,,,,,5.0,,,,,,,,,,,,,4.0,6.0,,,,7.0,,,,,,,,,7.0,,,,,,,,1
42480,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,22,3.0,,,,,,,,,5.0,4.0,,,,6.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
42481,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,30,6.0,,,,,,,,,5.0,6.0,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
42482,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,26,6.0,,,,,,,,,,,,,,7.0,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,3
42483,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,22,3.0,,,,,,,,5.0,,5.0,,,,,,,,,,3.0,,,,,,6.0,,,,,,,,,,,,,,,,,1
42484,2020K,1819,Tampereen yhteiskoulun lukio,FI,,1,25,3.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
42485,2020K,1819,Tampereen yhteiskoulun lukio,FI,,1,22,4.0,,,,,,,,,,,,,5.0,5.0,,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,1
42486,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,17,2.0,,,,,,,,,4.0,,,,3.0,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
42487,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,15,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
42488,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,20,2.0,,,,,,,,,,4.0,,,,5.0,,,,,,,,,2.0,,,5.0,,,,,,,,,2.0,,,,,,,,1
42489,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,17,2.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,2.0,,,5.0,,,,,,,,,,,,,,,,,1
42490,2020K,1819,Tampereen yhteiskoulun lukio,FI,,1,15,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
42491,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,11,2.0,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
42492,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,33,5.0,,,,,,,,4.0,,,,,6.0,,,,,,,,6.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
42493,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,14,3.0,,,,,,,,3.0,,,,2.0,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
42494,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,23,3.0,,,,,,,,,,,,,,,,,,,,6.0,3.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
42495,2020K,1819,Tampereen yhteiskoulun lukio,FI,,2,25,,,,,,,5.0,,,,,,,,3.0,,,,,,,,,5.0,,,6.0,,6.0,,,,,,,,,,,,,,,1
42496,2020K,1819,Tampereen yhteiskoulun lukio,FI,,1,31,4.0,,,,,,,,4.0,,,6.0,,,5.0,,,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,1
42497,2020K,1819,Tampereen yhteiskoulun lukio,FI,,1,21,4.0,,,,,,,,2.0,,,,,5.0,,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
